,index,Date,MIN,MAX,Month
0,57877,1940-01-01,63.0,74.0,January
1,57878,1940-01-02,61.0,74.0,January
2,57879,1940-01-03,60.0,75.0,January
3,57880,1940-01-04,65.0,75.0,January
4,57881,1940-01-05,59.0,72.0,January
5,57882,1940-01-06,58.0,78.0,January
6,57883,1940-01-07,62.0,76.0,January
7,57884,1940-01-08,60.0,72.0,January
8,57885,1940-01-09,60.0,74.0,January
9,57886,1940-01-10,58.0,74.0,January
10,57887,1940-01-11,60.0,75.0,January
11,57888,1940-01-12,60.0,79.0,January
12,57889,1940-01-13,60.0,76.0,January
13,57890,1940-01-14,62.0,73.0,January
14,57891,1940-01-15,57.0,74.0,January
15,57892,1940-01-16,55.0,76.0,January
16,57893,1940-01-17,55.0,77.0,January
17,57894,1940-01-18,60.0,78.0,January
18,57895,1940-01-19,66.0,76.0,January
19,57896,1940-01-20,60.0,73.0,January
20,57897,1940-01-21,56.0,76.0,January
21,57898,1940-01-22,58.0,75.0,January
22,57899,1940-01-23,67.0,77.0,January
23,57900,1940-01-24,59.0,75.0,January
24,57901,1940-01-25,55.0,75.0,January
25,57902,1940-01-26,66.0,73.0,January
26,57903,1940-01-27,60.0,75.0,January
27,57904,1940-01-28,60.0,74.0,January
28,57905,1940-01-29,55.0,78.0,January
29,57906,1940-01-30,56.0,75.0,January
30,57907,1940-01-31,57.0,76.0,January
31,57908,1940-02-01,62.0,77.0,February
32,57909,1940-02-02,61.0,78.0,February
33,57910,1940-02-03,63.0,77.0,February
34,57911,1940-02-04,64.0,77.0,February
35,57912,1940-02-05,64.0,77.0,February
36,57913,1940-02-06,64.0,76.0,February
37,57914,1940-02-07,63.0,78.0,February
38,57915,1940-02-08,62.0,79.0,February
39,57916,1940-02-09,62.0,78.0,February
40,57917,1940-02-10,64.0,73.0,February
41,57918,1940-02-11,63.0,76.0,February
42,57919,1940-02-12,66.0,77.0,February
43,57920,1940-02-13,65.0,77.0,February
44,57921,1940-02-14,60.0,82.0,February
45,57922,1940-02-15,59.0,79.0,February
46,57923,1940-02-16,65.0,76.0,February
47,57924,1940-02-17,61.0,81.0,February
48,57925,1940-02-18,61.0,78.0,February
49,57926,1940-02-19,61.0,76.0,February
50,57927,1940-02-20,62.0,78.0,February
51,57928,1940-02-21,61.0,75.0,February
52,57929,1940-02-22,57.0,71.0,February
53,57930,1940-02-23,56.0,73.0,February
54,57931,1940-02-24,53.0,75.0,February
55,57932,1940-02-25,63.0,74.0,February
56,57933,1940-02-26,62.0,71.0,February
57,57934,1940-02-27,56.0,76.0,February
58,57935,1940-02-28,56.0,76.0,February
59,57936,1940-02-29,61.0,77.0,February
60,57937,1940-03-01,61.0,80.0,March
61,57938,1940-03-02,63.0,82.0,March
62,57939,1940-03-03,64.0,80.0,March
63,57940,1940-03-04,61.0,81.0,March
64,57941,1940-03-05,60.0,82.0,March
65,57942,1940-03-06,60.0,78.0,March
66,57943,1940-03-07,62.0,84.0,March
67,57944,1940-03-08,60.0,82.0,March
68,57945,1940-03-09,62.0,74.0,March
69,57946,1940-03-10,58.0,73.0,March
70,57947,1940-03-11,56.0,75.0,March
71,57948,1940-03-12,59.0,76.0,March
72,57949,1940-03-13,57.0,76.0,March
73,57950,1940-03-14,60.0,71.0,March
74,57951,1940-03-15,63.0,77.0,March
75,57952,1940-03-16,64.0,79.0,March
76,57953,1940-03-17,58.0,76.0,March
77,57954,1940-03-18,58.0,74.0,March
78,57955,1940-03-19,60.0,73.0,March
79,57956,1940-03-20,55.0,75.0,March
80,57957,1940-03-21,59.0,74.0,March
81,57958,1940-03-22,59.0,70.0,March
82,57959,1940-03-23,56.0,78.0,March
83,57960,1940-03-24,59.0,83.0,March
84,57961,1940-03-25,65.0,84.0,March
85,57962,1940-03-26,61.0,86.0,March
86,57963,1940-03-27,60.0,83.0,March
87,57964,1940-03-28,61.0,82.0,March
88,57965,1940-03-29,64.0,75.0,March
89,57966,1940-03-30,62.0,78.0,March
90,57967,1940-03-31,64.0,85.0,March
91,57968,1940-04-01,64.0,81.0,April
92,57969,1940-04-02,66.0,82.0,April
93,57970,1940-04-03,62.0,82.0,April
94,57971,1940-04-04,61.0,85.0,April
95,57972,1940-04-05,62.0,79.0,April
96,57973,1940-04-06,62.0,84.0,April
97,57974,1940-04-07,62.0,82.0,April
98,57975,1940-04-08,63.0,83.0,April
99,57976,1940-04-09,65.0,80.0,April
100,57977,1940-04-10,66.0,76.0,April
101,57978,1940-04-11,62.0,77.0,April
102,57979,1940-04-12,62.0,78.0,April
103,57980,1940-04-13,69.0,81.0,April
104,57981,1940-04-14,68.0,80.0,April
105,57982,1940-04-15,65.0,83.0,April
106,57983,1940-04-16,64.0,80.0,April
107,57984,1940-04-17,65.0,74.0,April
108,57985,1940-04-18,66.0,78.0,April
109,57986,1940-04-19,66.0,77.0,April
110,57987,1940-04-20,66.0,78.0,April
111,57988,1940-04-21,64.0,76.0,April
112,57989,1940-04-22,65.0,79.0,April
113,57990,1940-04-23,65.0,78.0,April
114,57991,1940-04-24,66.0,77.0,April
115,57992,1940-04-25,67.0,78.0,April
116,57993,1940-04-26,66.0,77.0,April
117,57994,1940-04-27,66.0,81.0,April
118,57995,1940-04-28,68.0,81.0,April
119,57996,1940-04-29,65.0,79.0,April
120,57997,1940-04-30,66.0,81.0,April
121,57998,1940-05-01,66.0,76.0,May
122,57999,1940-05-02,66.0,72.0,May
123,58000,1940-05-03,67.0,76.0,May
124,58001,1940-05-04,66.0,78.0,May
125,58002,1940-05-05,66.0,76.0,May
126,58003,1940-05-06,65.0,77.0,May
127,58004,1940-05-07,65.0,84.0,May
128,58005,1940-05-08,65.0,86.0,May
129,58006,1940-05-09,68.0,86.0,May
130,58007,1940-05-10,68.0,79.0,May
131,58008,1940-05-11,68.0,78.0,May
132,58009,1940-05-12,67.0,81.0,May
133,58010,1940-05-13,67.0,80.0,May
134,58011,1940-05-14,66.0,83.0,May
135,58012,1940-05-15,67.0,87.0,May
136,58013,1940-05-16,65.0,85.0,May
137,58014,1940-05-17,67.0,82.0,May
138,58015,1940-05-18,66.0,80.0,May
139,58016,1940-05-19,67.0,80.0,May
140,58017,1940-05-20,67.0,79.0,May
141,58018,1940-05-21,66.0,79.0,May
142,58019,1940-05-22,68.0,79.0,May
143,58020,1940-05-23,67.0,78.0,May
144,58021,1940-05-24,66.0,76.0,May
145,58022,1940-05-25,66.0,81.0,May
146,58023,1940-05-26,65.0,82.0,May
147,58024,1940-05-27,65.0,82.0,May
148,58025,1940-05-28,66.0,80.0,May
149,58026,1940-05-29,66.0,77.0,May
150,58027,1940-05-30,65.0,79.0,May
151,58028,1940-05-31,68.0,78.0,May
152,58029,1940-06-01,67.0,79.0,June
153,58030,1940-06-02,68.0,80.0,June
154,58031,1940-06-03,68.0,79.0,June
155,58032,1940-06-04,69.0,84.0,June
156,58033,1940-06-05,68.0,83.0,June
157,58034,1940-06-06,69.0,82.0,June
158,58035,1940-06-07,68.0,82.0,June
159,58036,1940-06-08,67.0,85.0,June
160,58037,1940-06-09,67.0,81.0,June
161,58038,1940-06-10,67.0,85.0,June
162,58039,1940-06-11,66.0,84.0,June
163,58040,1940-06-12,66.0,82.0,June
164,58041,1940-06-13,67.0,82.0,June
165,58042,1940-06-14,69.0,81.0,June
166,58043,1940-06-15,69.0,82.0,June
167,58044,1940-06-16,70.0,81.0,June
168,58045,1940-06-17,68.0,83.0,June
169,58046,1940-06-18,68.0,81.0,June
170,58047,1940-06-19,69.0,81.0,June
171,58048,1940-06-20,70.0,81.0,June
172,58049,1940-06-21,70.0,81.0,June
173,58050,1940-06-22,67.0,80.0,June
174,58051,1940-06-23,66.0,81.0,June
175,58052,1940-06-24,67.0,82.0,June
176,58053,1940-06-25,70.0,82.0,June
177,58054,1940-06-26,70.0,80.0,June
178,58055,1940-06-27,68.0,80.0,June
179,58056,1940-06-28,69.0,81.0,June
180,58057,1940-06-29,69.0,82.0,June
181,58058,1940-06-30,69.0,82.0,June
182,58059,1940-07-01,70.0,82.0,July
183,58060,1940-07-02,68.0,81.0,July
184,58061,1940-07-03,68.0,82.0,July
185,58062,1940-07-04,66.0,85.0,July
186,58063,1940-07-05,69.0,83.0,July
187,58064,1940-07-06,70.0,80.0,July
188,58065,1940-07-07,70.0,81.0,July
189,58066,1940-07-08,70.0,80.0,July
190,58067,1940-07-09,69.0,81.0,July
191,58068,1940-07-10,71.0,80.0,July
192,58069,1940-07-11,69.0,82.0,July
193,58070,1940-07-12,70.0,83.0,July
194,58071,1940-07-13,71.0,83.0,July
195,58072,1940-07-14,72.0,82.0,July
196,58073,1940-07-15,71.0,82.0,July
197,58074,1940-07-16,73.0,82.0,July
198,58075,1940-07-17,71.0,83.0,July
199,58076,1940-07-18,69.0,83.0,July
200,58077,1940-07-19,70.0,84.0,July
201,58078,1940-07-20,71.0,82.0,July
202,58079,1940-07-21,69.0,80.0,July
203,58080,1940-07-22,67.0,81.0,July
204,58081,1940-07-23,67.0,84.0,July
205,58082,1940-07-24,66.0,85.0,July
206,58083,1940-07-25,67.0,84.0,July
207,58084,1940-07-26,68.0,85.0,July
208,58085,1940-07-27,69.0,85.0,July
209,58086,1940-07-28,68.0,82.0,July
210,58087,1940-07-29,71.0,83.0,July
211,58088,1940-07-30,72.0,83.0,July
212,58089,1940-07-31,72.0,80.0,July
213,58090,1940-08-01,71.0,82.0,August
214,58091,1940-08-02,70.0,78.0,August
215,58092,1940-08-03,70.0,81.0,August
216,58093,1940-08-04,71.0,83.0,August
217,58094,1940-08-05,70.0,82.0,August
218,58095,1940-08-06,71.0,83.0,August
219,58096,1940-08-07,71.0,82.0,August
220,58097,1940-08-08,70.0,78.0,August
221,58098,1940-08-09,73.0,80.0,August
222,58099,1940-08-10,72.0,81.0,August
223,58100,1940-08-11,71.0,83.0,August
224,58101,1940-08-12,73.0,85.0,August
225,58102,1940-08-13,72.0,82.0,August
226,58103,1940-08-14,70.0,79.0,August
227,58104,1940-08-15,69.0,81.0,August
228,58105,1940-08-16,70.0,82.0,August
229,58106,1940-08-17,71.0,78.0,August
230,58107,1940-08-18,72.0,81.0,August
231,58108,1940-08-19,70.0,81.0,August
232,58109,1940-08-20,72.0,82.0,August
233,58110,1940-08-21,70.0,80.0,August
234,58111,1940-08-22,70.0,83.0,August
235,58112,1940-08-23,72.0,83.0,August
236,58113,1940-08-24,72.0,81.0,August
237,58114,1940-08-25,73.0,79.0,August
238,58115,1940-08-26,70.0,81.0,August
239,58116,1940-08-27,69.0,81.0,August
240,58117,1940-08-28,68.0,80.0,August
241,58118,1940-08-29,69.0,81.0,August
242,58119,1940-08-30,70.0,79.0,August
243,58120,1940-08-31,69.0,81.0,August
244,58121,1940-09-01,71.0,80.0,September
245,58122,1940-09-02,72.0,81.0,September
246,58123,1940-09-03,71.0,81.0,September
247,58124,1940-09-04,71.0,80.0,September
248,58125,1940-09-05,71.0,81.0,September
249,58126,1940-09-06,69.0,82.0,September
250,58127,1940-09-07,69.0,80.0,September
251,58128,1940-09-08,68.0,82.0,September
252,58129,1940-09-09,68.0,84.0,September
253,58130,1940-09-10,68.0,83.0,September
254,58131,1940-09-11,67.0,82.0,September
255,58132,1940-09-12,68.0,82.0,September
256,58133,1940-09-13,67.0,81.0,September
257,58134,1940-09-14,67.0,82.0,September
258,58135,1940-09-15,67.0,82.0,September
259,58136,1940-09-16,69.0,82.0,September
260,58137,1940-09-17,70.0,85.0,September
261,58138,1940-09-18,68.0,83.0,September
262,58139,1940-09-19,71.0,84.0,September
263,58140,1940-09-20,67.0,84.0,September
264,58141,1940-09-21,68.0,84.0,September
265,58142,1940-09-22,65.0,84.0,September
266,58143,1940-09-23,65.0,85.0,September
267,58144,1940-09-24,70.0,81.0,September
268,58145,1940-09-25,69.0,77.0,September
269,58146,1940-09-26,71.0,83.0,September
270,58147,1940-09-27,70.0,83.0,September
271,58148,1940-09-28,70.0,81.0,September
272,58149,1940-09-29,67.0,81.0,September
273,58150,1940-09-30,67.0,82.0,September
274,58151,1940-10-01,68.0,79.0,October
275,58152,1940-10-02,68.0,83.0,October
276,58153,1940-10-03,68.0,85.0,October
277,58154,1940-10-04,73.0,80.0,October
278,58155,1940-10-05,69.0,81.0,October
279,58156,1940-10-06,69.0,80.0,October
280,58157,1940-10-07,69.0,79.0,October
281,58158,1940-10-08,67.0,82.0,October
282,58159,1940-10-09,66.0,86.0,October
283,58160,1940-10-10,65.0,86.0,October
284,58161,1940-10-11,66.0,83.0,October
285,58162,1940-10-12,68.0,82.0,October
286,58163,1940-10-13,68.0,81.0,October
287,58164,1940-10-14,68.0,82.0,October
288,58165,1940-10-15,67.0,86.0,October
289,58166,1940-10-16,66.0,85.0,October
290,58167,1940-10-17,65.0,85.0,October
291,58168,1940-10-18,68.0,80.0,October
292,58169,1940-10-19,66.0,77.0,October
293,58170,1940-10-20,69.0,82.0,October
294,58171,1940-10-21,67.0,89.0,October
295,58172,1940-10-22,69.0,85.0,October
296,58173,1940-10-23,72.0,83.0,October
297,58174,1940-10-24,69.0,80.0,October
298,58175,1940-10-25,70.0,83.0,October
299,58176,1940-10-26,68.0,82.0,October
300,58177,1940-10-27,69.0,79.0,October
301,58178,1940-10-28,70.0,77.0,October
302,58179,1940-10-29,69.0,79.0,October
303,58180,1940-10-30,69.0,80.0,October
304,58181,1940-10-31,68.0,80.0,October
305,58182,1940-11-01,70.0,80.0,November
306,58183,1940-11-02,68.0,75.0,November
307,58184,1940-11-03,68.0,79.0,November
308,58185,1940-11-04,68.0,78.0,November
309,58186,1940-11-05,68.0,78.0,November
310,58187,1940-11-06,66.0,82.0,November
311,58188,1940-11-07,65.0,84.0,November
312,58189,1940-11-08,65.0,84.0,November
313,58190,1940-11-09,68.0,83.0,November
314,58191,1940-11-10,67.0,81.0,November
315,58192,1940-11-11,65.0,78.0,November
316,58193,1940-11-12,63.0,76.0,November
317,58194,1940-11-13,63.0,76.0,November
318,58195,1940-11-14,64.0,79.0,November
319,58196,1940-11-15,69.0,78.0,November
320,58197,1940-11-16,68.0,77.0,November
321,58198,1940-11-17,68.0,83.0,November
322,58199,1940-11-18,67.0,77.0,November
323,58200,1940-11-19,67.0,78.0,November
324,58201,1940-11-20,66.0,74.0,November
325,58202,1940-11-21,62.0,79.0,November
326,58203,1940-11-22,63.0,82.0,November
327,58204,1940-11-23,62.0,81.0,November
328,58205,1940-11-24,64.0,83.0,November
329,58206,1940-11-25,66.0,87.0,November
330,58207,1940-11-26,66.0,78.0,November
331,58208,1940-11-27,67.0,75.0,November
332,58209,1940-11-28,68.0,77.0,November
333,58210,1940-11-29,65.0,80.0,November
334,58211,1940-11-30,65.0,78.0,November
335,58212,1940-12-01,68.0,77.0,December
336,58213,1940-12-02,67.0,76.0,December
337,58214,1940-12-03,66.0,77.0,December
338,58215,1940-12-04,67.0,78.0,December
339,58216,1940-12-05,67.0,77.0,December
340,58217,1940-12-06,64.0,76.0,December
341,58218,1940-12-07,65.0,73.0,December
342,58219,1940-12-08,63.0,77.0,December
343,58220,1940-12-09,63.0,80.0,December
344,58221,1940-12-10,65.0,79.0,December
345,58222,1940-12-11,63.0,78.0,December
346,58223,1940-12-12,63.0,78.0,December
347,58224,1940-12-13,64.0,74.0,December
348,58225,1940-12-14,60.0,75.0,December
349,58226,1940-12-15,64.0,76.0,December
350,58227,1940-12-16,62.0,80.0,December
351,58228,1940-12-17,60.0,77.0,December
352,58229,1940-12-18,67.0,77.0,December
353,58230,1940-12-19,64.0,78.0,December
354,58231,1940-12-20,63.0,78.0,December
355,58232,1940-12-21,61.0,80.0,December
356,58233,1940-12-22,64.0,81.0,December
357,58234,1940-12-23,64.0,76.0,December
358,58235,1940-12-24,61.0,72.0,December
359,58236,1940-12-25,59.0,69.0,December
360,58237,1940-12-26,59.0,67.0,December
361,58238,1940-12-27,60.0,68.0,December
362,58239,1940-12-28,60.0,71.0,December
363,58240,1940-12-29,62.0,76.0,December
364,58241,1940-12-30,63.0,75.0,December
365,58242,1940-12-31,63.0,77.0,December
366,58243,1941-01-01,64.0,71.0,January
367,58244,1941-01-02,63.0,76.0,January
368,58245,1941-01-03,65.0,80.0,January
369,58246,1941-01-04,62.0,76.0,January
370,58247,1941-01-05,66.0,77.0,January
371,58248,1941-01-06,66.0,76.0,January
372,58249,1941-01-07,60.0,75.0,January
373,58250,1941-01-08,62.0,77.0,January
374,58251,1941-01-09,62.0,78.0,January
375,58252,1941-01-10,60.0,71.0,January
376,58253,1941-01-11,58.0,71.0,January
377,58254,1941-01-12,60.0,71.0,January
378,58255,1941-01-13,57.0,71.0,January
379,58256,1941-01-14,57.0,78.0,January
380,58257,1941-01-15,57.0,77.0,January
381,58258,1941-01-16,55.0,76.0,January
382,58259,1941-01-17,64.0,75.0,January
383,58260,1941-01-18,61.0,79.0,January
384,58261,1941-01-19,57.0,80.0,January
385,58262,1941-01-20,57.0,80.0,January
386,58263,1941-01-21,63.0,78.0,January
387,58264,1941-01-22,62.0,80.0,January
388,58265,1941-01-23,63.0,78.0,January
389,58266,1941-01-24,63.0,79.0,January
390,58267,1941-01-25,62.0,79.0,January
391,58268,1941-01-26,66.0,72.0,January
392,58269,1941-01-27,66.0,74.0,January
393,58270,1941-01-28,65.0,80.0,January
394,58271,1941-01-29,62.0,79.0,January
395,58272,1941-01-30,65.0,74.0,January
396,58273,1941-01-31,60.0,76.0,January
397,58274,1941-02-01,56.0,80.0,February
398,58275,1941-02-02,55.0,80.0,February
399,58276,1941-02-03,62.0,79.0,February
400,58277,1941-02-04,62.0,72.0,February
401,58278,1941-02-05,55.0,74.0,February
402,58279,1941-02-06,57.0,74.0,February
403,58280,1941-02-07,58.0,66.0,February
404,58281,1941-02-08,56.0,67.0,February
405,58282,1941-02-09,55.0,69.0,February
406,58283,1941-02-10,59.0,71.0,February
407,58284,1941-02-11,60.0,72.0,February
408,58285,1941-02-12,61.0,72.0,February
409,58286,1941-02-13,60.0,72.0,February
410,58287,1941-02-14,59.0,73.0,February
411,58288,1941-02-15,58.0,80.0,February
412,58289,1941-02-16,61.0,78.0,February
413,58290,1941-02-17,60.0,79.0,February
414,58291,1941-02-18,59.0,78.0,February
415,58292,1941-02-19,60.0,79.0,February
416,58293,1941-02-20,59.0,79.0,February
417,58294,1941-02-21,62.0,78.0,February
418,58295,1941-02-22,65.0,77.0,February
419,58296,1941-02-23,64.0,78.0,February
420,58297,1941-02-24,62.0,75.0,February
421,58298,1941-02-25,60.0,72.0,February
422,58299,1941-02-26,60.0,72.0,February
423,58300,1941-02-27,57.0,71.0,February
424,58301,1941-02-28,61.0,73.0,February
425,58302,1941-03-01,61.0,75.0,March
426,58303,1941-03-02,66.0,74.0,March
427,58304,1941-03-03,63.0,70.0,March
428,58305,1941-03-04,63.0,74.0,March
429,58306,1941-03-05,58.0,75.0,March
430,58307,1941-03-06,60.0,70.0,March
431,58308,1941-03-07,61.0,70.0,March
432,58309,1941-03-08,60.0,71.0,March
433,58310,1941-03-09,62.0,71.0,March
434,58311,1941-03-10,64.0,74.0,March
435,58312,1941-03-11,63.0,72.0,March
436,58313,1941-03-12,60.0,77.0,March
437,58314,1941-03-13,60.0,80.0,March
438,58315,1941-03-14,62.0,70.0,March
439,58316,1941-03-15,61.0,70.0,March
440,58317,1941-03-16,62.0,72.0,March
441,58318,1941-03-17,63.0,73.0,March
442,58319,1941-03-18,63.0,73.0,March
443,58320,1941-03-19,63.0,75.0,March
444,58321,1941-03-20,63.0,77.0,March
445,58322,1941-03-21,63.0,80.0,March
446,58323,1941-03-22,64.0,82.0,March
447,58324,1941-03-23,60.0,78.0,March
448,58325,1941-03-24,63.0,77.0,March
449,58326,1941-03-25,65.0,76.0,March
450,58327,1941-03-26,64.0,74.0,March
451,58328,1941-03-27,62.0,73.0,March
452,58329,1941-03-28,62.0,71.0,March
453,58330,1941-03-29,63.0,72.0,March
454,58331,1941-03-30,61.0,71.0,March
455,58332,1941-03-31,61.0,71.0,March
456,58333,1941-04-01,62.0,73.0,April
457,58334,1941-04-02,58.0,74.0,April
458,58335,1941-04-03,63.0,75.0,April
459,58336,1941-04-04,63.0,74.0,April
460,58337,1941-04-05,63.0,76.0,April
461,58338,1941-04-06,66.0,75.0,April
462,58339,1941-04-07,64.0,74.0,April
463,58340,1941-04-08,66.0,72.0,April
464,58341,1941-04-09,66.0,75.0,April
465,58342,1941-04-10,63.0,74.0,April
466,58343,1941-04-11,61.0,80.0,April
467,58344,1941-04-12,63.0,78.0,April
468,58345,1941-04-13,64.0,76.0,April
469,58346,1941-04-14,63.0,78.0,April
470,58347,1941-04-15,61.0,82.0,April
471,58348,1941-04-16,60.0,82.0,April
472,58349,1941-04-17,61.0,81.0,April
473,58350,1941-04-18,63.0,80.0,April
474,58351,1941-04-19,63.0,81.0,April
475,58352,1941-04-20,64.0,80.0,April
476,58353,1941-04-21,62.0,81.0,April
477,58354,1941-04-22,62.0,82.0,April
478,58355,1941-04-23,62.0,81.0,April
479,58356,1941-04-24,64.0,82.0,April
480,58357,1941-04-25,62.0,81.0,April
481,58358,1941-04-26,64.0,81.0,April
482,58359,1941-04-27,65.0,79.0,April
483,58360,1941-04-28,66.0,79.0,April
484,58361,1941-04-29,68.0,75.0,April
485,58362,1941-04-30,67.0,79.0,April
486,58363,1941-05-01,65.0,79.0,May
487,58364,1941-05-02,66.0,80.0,May
488,58365,1941-05-03,65.0,82.0,May
489,58366,1941-05-04,66.0,78.0,May
490,58367,1941-05-05,65.0,82.0,May
491,58368,1941-05-06,65.0,81.0,May
492,58369,1941-05-07,64.0,80.0,May
493,58370,1941-05-08,66.0,72.0,May
494,58371,1941-05-09,65.0,75.0,May
495,58372,1941-05-10,64.0,72.0,May
496,58373,1941-05-11,65.0,77.0,May
497,58374,1941-05-12,66.0,77.0,May
498,58375,1941-05-13,64.0,72.0,May
499,58376,1941-05-14,63.0,76.0,May
500,58377,1941-05-15,63.0,78.0,May
501,58378,1941-05-16,66.0,77.0,May
502,58379,1941-05-17,66.0,77.0,May
503,58380,1941-05-18,66.0,77.0,May
504,58381,1941-05-19,65.0,80.0,May
505,58382,1941-05-20,62.0,79.0,May
506,58383,1941-05-21,65.0,79.0,May
507,58384,1941-05-22,62.0,81.0,May
508,58385,1941-05-23,60.0,84.0,May
509,58386,1941-05-24,64.0,78.0,May
510,58387,1941-05-25,66.0,77.0,May
511,58388,1941-05-26,63.0,77.0,May
512,58389,1941-05-27,63.0,75.0,May
513,58390,1941-05-28,64.0,77.0,May
514,58391,1941-05-29,63.0,76.0,May
515,58392,1941-05-30,61.0,78.0,May
516,58393,1941-05-31,61.0,80.0,May
517,58394,1941-06-01,62.0,78.0,June
518,58395,1941-06-02,63.0,85.0,June
519,58396,1941-06-03,64.0,84.0,June
520,58397,1941-06-04,64.0,84.0,June
521,58398,1941-06-05,70.0,82.0,June
522,58399,1941-06-06,69.0,82.0,June
523,58400,1941-06-07,68.0,83.0,June
524,58401,1941-06-08,68.0,84.0,June
525,58402,1941-06-09,66.0,84.0,June
526,58403,1941-06-10,64.0,85.0,June
527,58404,1941-06-11,66.0,81.0,June
528,58405,1941-06-12,68.0,79.0,June
529,58406,1941-06-13,67.0,79.0,June
530,58407,1941-06-14,68.0,79.0,June
531,58408,1941-06-15,66.0,82.0,June
532,58409,1941-06-16,68.0,81.0,June
533,58410,1941-06-17,67.0,82.0,June
534,58411,1941-06-18,68.0,79.0,June
535,58412,1941-06-19,70.0,79.0,June
536,58413,1941-06-20,69.0,80.0,June
537,58414,1941-06-21,70.0,78.0,June
538,58415,1941-06-22,67.0,78.0,June
539,58416,1941-06-23,68.0,78.0,June
540,58417,1941-06-24,69.0,80.0,June
541,58418,1941-06-25,68.0,79.0,June
542,58419,1941-06-26,67.0,76.0,June
543,58420,1941-06-27,68.0,79.0,June
544,58421,1941-06-28,68.0,81.0,June
545,58422,1941-06-29,69.0,81.0,June
546,58423,1941-06-30,70.0,80.0,June
547,58424,1941-07-01,70.0,79.0,July
548,58425,1941-07-02,67.0,80.0,July
549,58426,1941-07-03,68.0,80.0,July
550,58427,1941-07-04,69.0,81.0,July
551,58428,1941-07-05,69.0,78.0,July
552,58429,1941-07-06,68.0,80.0,July
553,58430,1941-07-07,66.0,81.0,July
554,58431,1941-07-08,68.0,80.0,July
555,58432,1941-07-09,69.0,81.0,July
556,58433,1941-07-10,71.0,81.0,July
557,58434,1941-07-11,71.0,83.0,July
558,58435,1941-07-12,68.0,82.0,July
559,58436,1941-07-13,66.0,83.0,July
560,58437,1941-07-14,66.0,81.0,July
561,58438,1941-07-15,67.0,81.0,July
