,index,Date,MIN,MAX,Month
1655,59532,1944-07-13,70.0,79.0,July
1656,59533,1944-07-14,69.0,79.0,July
1657,59534,1944-07-15,71.0,82.0,July
1658,59535,1944-07-16,69.0,81.0,July
1659,59536,1944-07-17,69.0,82.0,July
1660,59537,1944-07-18,68.0,82.0,July
1661,59538,1944-07-19,69.0,80.0,July
1662,59539,1944-07-20,69.0,79.0,July
1663,59540,1944-07-21,68.0,81.0,July
1664,59541,1944-07-22,69.0,81.0,July
1665,59542,1944-07-23,66.0,80.0,July
1666,59543,1944-07-24,67.0,80.0,July
1667,59544,1944-07-25,69.0,81.0,July
1668,59545,1944-07-26,65.0,82.0,July
1669,59546,1944-07-27,69.0,82.0,July
1670,59547,1944-07-28,69.0,81.0,July
1671,59548,1944-07-29,67.0,82.0,July
1672,59549,1944-07-30,67.0,81.0,July
1673,59550,1944-07-31,68.0,83.0,July
1674,59551,1944-08-01,66.0,81.0,August
1675,59552,1944-08-02,66.0,82.0,August
1676,59553,1944-08-03,70.0,81.0,August
1677,59554,1944-08-04,68.0,80.0,August
1678,59555,1944-08-05,66.0,80.0,August
1679,59556,1944-08-06,67.0,80.0,August
1680,59557,1944-08-07,66.0,80.0,August
1681,59558,1944-08-08,67.0,82.0,August
1682,59559,1944-08-09,68.0,76.0,August
1683,59560,1944-08-10,67.0,81.0,August
1684,59561,1944-08-11,67.0,82.0,August
1685,59562,1944-08-12,67.0,81.0,August
1686,59563,1944-08-13,68.0,80.0,August
1687,59564,1944-08-14,67.0,79.0,August
1688,59565,1944-08-15,68.0,82.0,August
1689,59566,1944-08-16,68.0,82.0,August
1690,59567,1944-08-17,68.0,83.0,August
1691,59568,1944-08-18,69.0,83.0,August
1692,59569,1944-08-19,69.0,82.0,August
1693,59570,1944-08-20,69.0,81.0,August
1694,59571,1944-08-21,68.0,81.0,August
1695,59572,1944-08-22,67.0,81.0,August
1696,59573,1944-08-23,66.0,82.0,August
1697,59574,1944-08-24,67.0,78.0,August
1698,59575,1944-08-25,67.0,80.0,August
1699,59576,1944-08-26,67.0,80.0,August
1700,59577,1944-08-27,66.0,79.0,August
1701,59578,1944-08-28,66.0,83.0,August
1702,59579,1944-08-29,65.0,81.0,August
1703,59580,1944-08-30,67.0,82.0,August
1704,59581,1944-08-31,69.0,82.0,August
1705,59582,1944-09-01,66.0,82.0,September
1706,59583,1944-09-02,69.0,82.0,September
1707,59584,1944-09-03,66.0,83.0,September
1708,59585,1944-09-04,68.0,82.0,September
1709,59586,1944-09-05,66.0,81.0,September
1710,59587,1944-09-06,68.0,81.0,September
1711,59588,1944-09-07,67.0,82.0,September
1712,59589,1944-09-08,64.0,84.0,September
1713,59590,1944-09-09,62.0,83.0,September
1714,59591,1944-09-10,63.0,81.0,September
1715,59592,1944-09-11,66.0,82.0,September
1716,59593,1944-09-12,69.0,82.0,September
1717,59594,1944-09-13,68.0,81.0,September
1718,59595,1944-09-14,66.0,82.0,September
1719,59596,1944-09-15,65.0,81.0,September
1720,59597,1944-09-16,66.0,81.0,September
1721,59598,1944-09-17,68.0,81.0,September
1722,59599,1944-09-18,68.0,80.0,September
1723,59600,1944-09-19,65.0,81.0,September
1724,59601,1944-09-20,66.0,81.0,September
1725,59602,1944-09-21,63.0,80.0,September
1726,59603,1944-09-22,63.0,85.0,September
1727,59604,1944-09-23,65.0,86.0,September
1728,59605,1944-09-24,65.0,85.0,September
1729,59606,1944-09-25,65.0,84.0,September
1730,59607,1944-09-26,67.0,83.0,September
1731,59608,1944-09-27,65.0,82.0,September
1732,59609,1944-09-28,64.0,85.0,September
1733,59610,1944-09-29,66.0,82.0,September
1734,59611,1944-09-30,70.0,82.0,September
1735,59612,1944-10-01,69.0,82.0,October
1736,59613,1944-10-02,71.0,79.0,October
1737,59614,1944-10-03,67.0,80.0,October
1738,59615,1944-10-04,64.0,81.0,October
1739,59616,1944-10-05,63.0,83.0,October
1740,59617,1944-10-06,67.0,82.0,October
1741,59618,1944-10-07,63.0,81.0,October
1742,59619,1944-10-08,64.0,80.0,October
1743,59620,1944-10-09,61.0,81.0,October
1744,59621,1944-10-10,67.0,86.0,October
1745,59622,1944-10-11,66.0,80.0,October
1746,59623,1944-10-12,62.0,79.0,October
1747,59624,1944-10-13,65.0,80.0,October
1748,59625,1944-10-14,67.0,80.0,October
1749,59626,1944-10-15,68.0,81.0,October
1750,59627,1944-10-16,67.0,76.0,October
1751,59628,1944-10-17,68.0,72.0,October
1752,59629,1944-10-18,67.0,78.0,October
1753,59630,1944-10-19,68.0,79.0,October
1754,59631,1944-10-20,68.0,79.0,October
1755,59632,1944-10-21,68.0,80.0,October
1756,59633,1944-10-22,66.0,79.0,October
1757,59634,1944-10-23,64.0,81.0,October
1758,59635,1944-10-24,64.0,82.0,October
1759,59636,1944-10-25,65.0,76.0,October
1760,59637,1944-10-26,65.0,78.0,October
1761,59638,1944-10-27,66.0,77.0,October
1762,59639,1944-10-28,67.0,78.0,October
1763,59640,1944-10-29,68.0,78.0,October
1764,59641,1944-10-30,69.0,78.0,October
1765,59642,1944-10-31,68.0,81.0,October
1766,59643,1944-11-01,65.0,79.0,November
1767,59644,1944-11-02,67.0,80.0,November
1768,59645,1944-11-03,68.0,80.0,November
1769,59646,1944-11-04,68.0,78.0,November
1770,59647,1944-11-05,68.0,79.0,November
1771,59648,1944-11-06,69.0,79.0,November
1772,59649,1944-11-07,67.0,76.0,November
1773,59650,1944-11-08,66.0,78.0,November
1774,59651,1944-11-09,66.0,79.0,November
1775,59652,1944-11-10,67.0,78.0,November
1776,59653,1944-11-11,66.0,78.0,November
1777,59654,1944-11-12,64.0,77.0,November
1778,59655,1944-11-13,62.0,77.0,November
1779,59656,1944-11-14,65.0,79.0,November
1780,59657,1944-11-15,67.0,77.0,November
1781,59658,1944-11-16,67.0,77.0,November
1782,59659,1944-11-17,65.0,76.0,November
1783,59660,1944-11-18,64.0,76.0,November
1784,59661,1944-11-19,66.0,78.0,November
1785,59662,1944-11-20,65.0,76.0,November
1786,59663,1944-11-21,67.0,78.0,November
1787,59664,1944-11-22,68.0,78.0,November
1788,59665,1944-11-23,67.0,78.0,November
1789,59666,1944-11-24,66.0,82.0,November
1790,59667,1944-11-25,64.0,80.0,November
1791,59668,1944-11-26,58.0,79.0,November
1792,59669,1944-11-27,62.0,77.0,November
1793,59670,1944-11-28,63.0,78.0,November
1794,59671,1944-11-29,66.0,74.0,November
1795,59672,1944-11-30,67.0,77.0,November
1796,59673,1944-12-01,66.0,75.0,December
1797,59674,1944-12-02,66.0,77.0,December
1798,59675,1944-12-03,66.0,79.0,December
1799,59676,1944-12-04,67.0,78.0,December
1800,59677,1944-12-05,65.0,71.0,December
1801,59678,1944-12-06,65.0,71.0,December
1802,59679,1944-12-07,64.0,69.0,December
1803,59680,1944-12-08,64.0,74.0,December
1804,59681,1944-12-09,61.0,76.0,December
1805,59682,1944-12-10,59.0,76.0,December
1806,59683,1944-12-11,62.0,74.0,December
1807,59684,1944-12-12,64.0,76.0,December
1808,59685,1944-12-13,64.0,73.0,December
1809,59686,1944-12-14,67.0,75.0,December
1810,59687,1944-12-15,66.0,70.0,December
1811,59688,1944-12-16,61.0,72.0,December
1812,59689,1944-12-17,62.0,73.0,December
1813,59690,1944-12-18,60.0,73.0,December
1814,59691,1944-12-19,59.0,73.0,December
1815,59692,1944-12-20,59.0,71.0,December
1816,59693,1944-12-21,63.0,72.0,December
1817,59694,1944-12-22,63.0,74.0,December
1818,59695,1944-12-23,62.0,77.0,December
1819,59696,1944-12-24,65.0,76.0,December
1820,59697,1944-12-25,64.0,79.0,December
1821,59698,1944-12-26,65.0,75.0,December
1822,59699,1944-12-27,66.0,73.0,December
1823,59700,1944-12-28,65.0,77.0,December
1824,59701,1944-12-29,61.0,77.0,December
1825,59702,1944-12-30,57.0,80.0,December
1826,59703,1944-12-31,58.0,79.0,December
1827,59704,1945-01-01,58.0,78.0,January
1828,59705,1945-01-02,56.0,80.0,January
1829,59706,1945-01-03,57.0,80.0,January
1830,59707,1945-01-04,59.0,81.0,January
1831,59708,1945-01-05,62.0,80.0,January
1832,59709,1945-01-06,61.0,77.0,January
1833,59710,1945-01-07,60.0,81.0,January
1834,59711,1945-01-08,60.0,78.0,January
1835,59712,1945-01-09,61.0,78.0,January
1836,59713,1945-01-10,61.0,76.0,January
1837,59714,1945-01-11,61.0,76.0,January
1838,59715,1945-01-12,63.0,76.0,January
1839,59716,1945-01-13,62.0,74.0,January
1840,59717,1945-01-14,65.0,75.0,January
1841,59718,1945-01-15,62.0,80.0,January
1842,59719,1945-01-16,62.0,76.0,January
1843,59720,1945-01-17,62.0,75.0,January
1844,59721,1945-01-18,63.0,79.0,January
1845,59722,1945-01-19,59.0,79.0,January
1846,59723,1945-01-20,58.0,81.0,January
1847,59724,1945-01-21,60.0,81.0,January
1848,59725,1945-01-22,61.0,71.0,January
1849,59726,1945-01-23,60.0,74.0,January
1850,59727,1945-01-24,57.0,79.0,January
1851,59728,1945-01-25,57.0,80.0,January
1852,59729,1945-01-26,57.0,82.0,January
1853,59730,1945-01-27,59.0,80.0,January
1854,59731,1945-01-28,61.0,81.0,January
1855,59732,1945-01-29,63.0,79.0,January
1856,59733,1945-01-30,63.0,78.0,January
1857,59734,1945-01-31,62.0,82.0,January
1858,59735,1945-02-01,59.0,80.0,February
1859,59736,1945-02-02,57.0,82.0,February
1860,59737,1945-02-03,56.0,81.0,February
1861,59738,1945-02-04,58.0,77.0,February
1862,59739,1945-02-05,66.0,71.0,February
1863,59740,1945-02-06,68.0,81.0,February
1864,59741,1945-02-07,67.0,79.0,February
1865,59742,1945-02-08,64.0,78.0,February
1866,59743,1945-02-09,62.0,78.0,February
1867,59744,1945-02-10,63.0,79.0,February
1868,59745,1945-02-11,62.0,79.0,February
1869,59746,1945-02-12,60.0,79.0,February
1870,59747,1945-02-13,60.0,77.0,February
1871,59748,1945-02-14,62.0,76.0,February
1872,59749,1945-02-15,60.0,79.0,February
1873,59750,1945-02-16,58.0,77.0,February
1874,59751,1945-02-17,63.0,78.0,February
1875,59752,1945-02-18,59.0,80.0,February
1876,59753,1945-02-19,60.0,78.0,February
1877,59754,1945-02-20,66.0,78.0,February
1878,59755,1945-02-21,63.0,76.0,February
1879,59756,1945-02-22,64.0,75.0,February
1880,59757,1945-02-23,62.0,79.0,February
1881,59758,1945-02-24,65.0,78.0,February
1882,59759,1945-02-25,64.0,74.0,February
1883,59760,1945-02-26,64.0,76.0,February
1884,59761,1945-02-27,62.0,75.0,February
1885,59762,1945-02-28,62.0,78.0,February
1886,59763,1945-03-01,61.0,77.0,March
1887,59764,1945-03-02,65.0,74.0,March
1888,59765,1945-03-03,64.0,75.0,March
1889,59766,1945-03-04,64.0,73.0,March
1890,59767,1945-03-05,63.0,75.0,March
1891,59768,1945-03-06,63.0,73.0,March
1892,59769,1945-03-07,63.0,72.0,March
1893,59770,1945-03-08,62.0,75.0,March
1894,59771,1945-03-09,62.0,76.0,March
1895,59772,1945-03-10,62.0,77.0,March
1896,59773,1945-03-11,64.0,74.0,March
1897,59774,1945-03-12,64.0,76.0,March
1898,59775,1945-03-13,66.0,72.0,March
1899,59776,1945-03-14,66.0,74.0,March
1900,59777,1945-03-15,63.0,75.0,March
1901,59778,1945-03-16,60.0,77.0,March
1902,59779,1945-03-17,66.0,75.0,March
1903,59780,1945-03-18,67.0,76.0,March
1904,59781,1945-03-19,66.0,74.0,March
1905,59782,1945-03-20,65.0,78.0,March
1906,59783,1945-03-21,65.0,77.0,March
1907,59784,1945-03-22,64.0,79.0,March
1908,59785,1945-03-23,63.0,78.0,March
1909,59786,1945-03-24,64.0,73.0,March
1910,59787,1945-03-25,65.0,77.0,March
1911,59788,1945-03-26,65.0,75.0,March
1912,59789,1945-03-27,65.0,76.0,March
1913,59790,1945-03-28,66.0,77.0,March
1914,59791,1945-03-29,65.0,75.0,March
1915,59792,1945-03-30,62.0,81.0,March
1916,59793,1945-03-31,64.0,78.0,March
1917,59794,1945-04-01,62.0,79.0,April
1918,59795,1945-04-02,64.0,78.0,April
1919,59796,1945-04-03,64.0,76.0,April
1920,59797,1945-04-04,62.0,76.0,April
1921,59798,1945-04-05,65.0,79.0,April
1922,59799,1945-04-06,63.0,68.0,April
1923,59800,1945-04-07,63.0,76.0,April
1924,59801,1945-04-08,62.0,72.0,April
1925,59802,1945-04-09,66.0,79.0,April
1926,59803,1945-04-10,67.0,78.0,April
1927,59804,1945-04-11,67.0,78.0,April
1928,59805,1945-04-12,65.0,78.0,April
1929,59806,1945-04-13,62.0,69.0,April
1930,59807,1945-04-14,61.0,74.0,April
1931,59808,1945-04-15,64.0,73.0,April
1932,59809,1945-04-16,63.0,76.0,April
1933,59810,1945-04-17,62.0,78.0,April
1934,59811,1945-04-18,63.0,78.0,April
1935,59812,1945-04-19,62.0,80.0,April
1936,59813,1945-04-20,62.0,80.0,April
1937,59814,1945-04-21,66.0,80.0,April
1938,59815,1945-04-22,66.0,80.0,April
1939,59816,1945-04-23,66.0,73.0,April
1940,59817,1945-04-24,67.0,76.0,April
1941,59818,1945-04-25,66.0,80.0,April
1942,59819,1945-04-26,62.0,78.0,April
1943,59820,1945-04-27,63.0,80.0,April
1944,59821,1945-04-28,64.0,82.0,April
1945,59822,1945-04-29,63.0,79.0,April
1946,59823,1945-04-30,62.0,79.0,April
1947,59824,1945-05-01,65.0,79.0,May
1948,59825,1945-05-02,65.0,80.0,May
1949,59826,1945-05-03,63.0,80.0,May
1950,59827,1945-05-04,63.0,80.0,May
1951,59828,1945-05-05,65.0,81.0,May
1952,59829,1945-05-06,68.0,80.0,May
1953,59830,1945-05-07,66.0,82.0,May
1954,59831,1945-05-08,65.0,82.0,May
1955,59832,1945-05-09,65.0,83.0,May
1956,59833,1945-05-10,63.0,83.0,May
1957,59834,1945-05-11,61.0,83.0,May
1958,59835,1945-05-12,64.0,84.0,May
1959,59836,1945-05-13,65.0,83.0,May
1960,59837,1945-05-14,66.0,81.0,May
1961,59838,1945-05-15,66.0,82.0,May
1962,59839,1945-05-16,67.0,83.0,May
1963,59840,1945-05-17,67.0,83.0,May
1964,59841,1945-05-18,67.0,83.0,May
1965,59842,1945-05-19,68.0,84.0,May
1966,59843,1945-05-20,68.0,82.0,May
1967,59844,1945-05-21,68.0,83.0,May
1968,59845,1945-05-22,64.0,84.0,May
1969,59846,1945-05-23,63.0,83.0,May
1970,59847,1945-05-24,62.0,81.0,May
1971,59848,1945-05-25,61.0,82.0,May
1972,59849,1945-05-26,64.0,82.0,May
1973,59850,1945-05-27,65.0,82.0,May
1974,59851,1945-05-28,64.0,82.0,May
1975,59852,1945-05-29,64.0,79.0,May
1976,59853,1945-05-30,64.0,82.0,May
1977,59854,1945-05-31,63.0,84.0,May
1978,59855,1945-06-01,65.0,84.0,June
1979,59856,1945-06-02,68.0,82.0,June
1980,59857,1945-06-03,69.0,82.0,June
1981,59858,1945-06-04,68.0,84.0,June
1982,59859,1945-06-05,69.0,82.0,June
1983,59860,1945-06-06,70.0,83.0,June
1984,59861,1945-06-07,69.0,82.0,June
1985,59862,1945-06-08,69.0,81.0,June
1986,59863,1945-06-09,68.0,82.0,June
1987,59864,1945-06-10,67.0,83.0,June
1988,59865,1945-06-11,68.0,83.0,June
1989,59866,1945-06-12,69.0,83.0,June
1990,59867,1945-06-13,66.0,85.0,June
1991,59868,1945-06-14,66.0,82.0,June
1992,59869,1945-06-15,67.0,85.0,June
1993,59870,1945-06-16,66.0,86.0,June
1994,59871,1945-06-17,67.0,83.0,June
1995,59872,1945-06-18,67.0,83.0,June
1996,59873,1945-06-19,67.0,82.0,June
1997,59874,1945-06-20,65.0,80.0,June
1998,59875,1945-06-21,68.0,82.0,June
1999,59876,1945-06-22,69.0,78.0,June
2000,59877,1945-06-23,67.0,82.0,June
2001,59878,1945-06-24,69.0,82.0,June
2002,59879,1945-06-25,69.0,82.0,June
2003,59880,1945-06-26,67.0,77.0,June
2004,59881,1945-06-27,67.0,82.0,June
2005,59882,1945-06-28,67.0,83.0,June
2006,59883,1945-06-29,66.0,83.0,June
2007,59884,1945-06-30,65.0,83.0,June
2008,59885,1945-07-01,65.0,82.0,July
2009,59886,1945-07-02,66.0,85.0,July
2010,59887,1945-07-03,67.0,85.0,July
2011,59888,1945-07-04,64.0,86.0,July
2012,59889,1945-07-05,64.0,82.0,July
2013,59890,1945-07-06,65.0,80.0,July
2014,59891,1945-07-07,67.0,81.0,July
2015,59892,1945-07-08,64.0,82.0,July
2016,59893,1945-07-09,68.0,85.0,July
2017,59894,1945-07-10,70.0,82.0,July
2018,59895,1945-07-11,70.0,83.0,July
2019,59896,1945-07-12,72.0,84.0,July
2020,59897,1945-07-13,67.0,83.0,July
2021,59898,1945-07-14,66.0,82.0,July
2022,59899,1945-07-15,70.0,84.0,July
2023,59900,1945-07-16,70.0,83.0,July
2024,59901,1945-07-17,71.0,81.0,July
2025,59902,1945-07-18,69.0,82.0,July
2026,59903,1945-07-19,66.0,83.0,July
2027,59904,1945-07-20,69.0,82.0,July
2028,59905,1945-07-21,66.0,81.0,July
2029,59906,1945-07-22,66.0,82.0,July
2030,59907,1945-07-23,68.0,82.0,July
2031,59908,1945-07-24,68.0,83.0,July
2032,59909,1945-07-25,67.0,84.0,July
2033,59910,1945-07-26,66.0,84.0,July
2034,59911,1945-07-27,70.0,82.0,July
2035,59912,1945-07-28,69.0,82.0,July
2036,59913,1945-07-29,70.0,82.0,July
2037,59914,1945-07-30,68.0,79.0,July
2038,59915,1945-07-31,70.0,82.0,July
2039,59916,1945-08-01,70.0,81.0,August
2040,59917,1945-08-02,69.0,82.0,August
2041,59918,1945-08-03,68.0,81.0,August
2042,59919,1945-08-04,67.0,80.0,August
2043,59920,1945-08-05,68.0,79.0,August
2044,59921,1945-08-06,70.0,81.0,August
2045,59922,1945-08-07,70.0,80.0,August
2046,59923,1945-08-08,68.0,82.0,August
2047,59924,1945-08-09,67.0,82.0,August
2048,59925,1945-08-10,66.0,80.0,August
2049,59926,1945-08-11,67.0,82.0,August
2050,59927,1945-08-12,67.0,82.0,August
2051,59928,1945-08-13,68.0,84.0,August
2052,59929,1945-08-14,69.0,83.0,August
2053,59930,1945-08-15,70.0,80.0,August
2054,59931,1945-08-16,70.0,80.0,August
2055,59932,1945-08-17,70.0,80.0,August
2056,59933,1945-08-18,69.0,81.0,August
2057,59934,1945-08-19,69.0,80.0,August
2058,59935,1945-08-20,68.0,80.0,August
2059,59936,1945-08-21,68.0,82.0,August
2060,59937,1945-08-22,67.0,81.0,August
2061,59938,1945-08-23,67.0,83.0,August
2062,59939,1945-08-24,68.0,79.0,August
2063,59940,1945-08-25,69.0,82.0,August
2064,59941,1945-08-26,70.0,83.0,August
2065,59942,1945-08-27,69.0,82.0,August
2066,59943,1945-08-28,70.0,85.0,August
2067,59944,1945-08-29,69.0,81.0,August
2068,59945,1945-08-30,69.0,82.0,August
2069,59946,1945-08-31,68.0,79.0,August
2070,59947,1945-09-01,66.0,81.0,September
2071,59948,1945-09-02,70.0,81.0,September
2072,59949,1945-09-03,67.0,80.0,September
2073,59950,1945-09-04,68.0,81.0,September
2074,59951,1945-09-05,69.0,81.0,September
2075,59952,1945-09-06,68.0,81.0,September
2076,59953,1945-09-07,68.0,82.0,September
2077,59954,1945-09-08,68.0,85.0,September
2078,59955,1945-09-09,70.0,83.0,September
2079,59956,1945-09-10,69.0,83.0,September
2080,59957,1945-09-11,69.0,82.0,September
2081,59958,1945-09-12,66.0,83.0,September
2082,59959,1945-09-13,67.0,80.0,September
2083,59960,1945-09-14,68.0,81.0,September
2084,59961,1945-09-15,71.0,82.0,September
2085,59962,1945-09-16,70.0,83.0,September
2086,59963,1945-09-17,67.0,80.0,September
2087,59964,1945-09-18,68.0,82.0,September
2088,59965,1945-09-19,64.0,84.0,September
2089,59966,1945-09-20,64.0,85.0,September
2090,59967,1945-09-21,66.0,84.0,September
2091,59968,1945-09-22,65.0,84.0,September
2092,59969,1945-09-23,65.0,84.0,September
2093,59970,1945-09-24,63.0,83.0,September
2094,59971,1945-09-25,63.0,83.0,September
2095,59972,1945-09-26,65.0,85.0,September
2096,59973,1945-09-27,64.0,84.0,September
2097,59974,1945-09-28,66.0,83.0,September
2098,59975,1945-09-29,65.0,84.0,September
2099,59976,1945-09-30,65.0,83.0,September
2100,59977,1945-10-01,64.0,84.0,October
2101,59978,1945-10-02,67.0,83.0,October
2102,59979,1945-10-03,68.0,83.0,October
2103,59980,1945-10-04,65.0,84.0,October
2104,59981,1945-10-05,66.0,82.0,October
2105,59982,1945-10-06,66.0,85.0,October
2106,59983,1945-10-07,65.0,85.0,October
2107,59984,1945-10-08,66.0,84.0,October
2108,59985,1945-10-09,67.0,84.0,October
2109,59986,1945-10-10,64.0,85.0,October
2110,59987,1945-10-11,63.0,83.0,October
2111,59988,1945-10-12,64.0,84.0,October
2112,59989,1945-10-13,61.0,83.0,October
2113,59990,1945-10-14,65.0,83.0,October
2114,59991,1945-10-15,67.0,82.0,October
2115,59992,1945-10-16,69.0,82.0,October
2116,59993,1945-10-17,68.0,83.0,October
2117,59994,1945-10-18,69.0,80.0,October
2118,59995,1945-10-19,69.0,81.0,October
2119,59996,1945-10-20,67.0,82.0,October
2120,59997,1945-10-21,68.0,83.0,October
2121,59998,1945-10-22,67.0,81.0,October
2122,59999,1945-10-23,62.0,84.0,October
2123,60000,1945-10-24,67.0,85.0,October
2124,60001,1945-10-25,71.0,84.0,October
2125,60002,1945-10-26,70.0,82.0,October
2126,60003,1945-10-27,66.0,79.0,October
2127,60004,1945-10-28,68.0,79.0,October
2128,60005,1945-10-29,66.0,79.0,October
2129,60006,1945-10-30,66.0,79.0,October
2130,60007,1945-10-31,68.0,81.0,October
2131,60008,1945-11-01,61.0,82.0,November
2132,60009,1945-11-02,65.0,84.0,November
2133,60010,1945-11-03,66.0,85.0,November
2134,60011,1945-11-04,65.0,82.0,November
2135,60012,1945-11-05,68.0,81.0,November
2136,60013,1945-11-06,66.0,77.0,November
2137,60014,1945-11-07,67.0,76.0,November
2138,60015,1945-11-08,67.0,79.0,November
2139,60016,1945-11-09,64.0,79.0,November
2140,60017,1945-11-10,65.0,75.0,November
2141,60018,1945-11-11,64.0,80.0,November
2142,60019,1945-11-12,63.0,85.0,November
2143,60020,1945-11-13,64.0,83.0,November
2144,60021,1945-11-14,66.0,79.0,November
2145,60022,1945-11-15,67.0,74.0,November
2146,60023,1945-11-16,68.0,82.0,November
2147,60024,1945-11-17,67.0,82.0,November
2148,60025,1945-11-18,65.0,85.0,November
2149,60026,1945-11-19,68.0,78.0,November
2150,60027,1945-11-20,68.0,83.0,November
2151,60028,1945-11-21,69.0,80.0,November
2152,60029,1945-11-22,68.0,76.0,November
2153,60030,1945-11-23,67.0,79.0,November
2154,60031,1945-11-24,63.0,79.0,November
2155,60032,1945-11-25,61.0,83.0,November
2156,60033,1945-11-26,63.0,82.0,November
2157,60034,1945-11-27,62.0,80.0,November
2158,60035,1945-11-28,65.0,78.0,November
2159,60036,1945-11-29,61.0,82.0,November
2160,60037,1945-11-30,61.0,84.0,November
2161,60038,1945-12-01,60.0,80.0,December
2162,60039,1945-12-02,66.0,74.0,December
2163,60040,1945-12-03,64.0,75.0,December
2164,60041,1945-12-04,67.0,78.0,December
2165,60042,1945-12-05,65.0,78.0,December
2166,60043,1945-12-06,68.0,72.0,December
2167,60044,1945-12-07,69.0,79.0,December
2168,60045,1945-12-08,68.0,78.0,December
2169,60046,1945-12-09,66.0,74.0,December
2170,60047,1945-12-10,65.0,79.0,December
2171,60048,1945-12-11,65.0,78.0,December
2172,60049,1945-12-12,65.0,76.0,December
2173,60050,1945-12-13,63.0,76.0,December
2174,60051,1945-12-14,59.0,77.0,December
2175,60052,1945-12-15,58.0,73.0,December
2176,60053,1945-12-16,55.0,74.0,December
2177,60054,1945-12-17,58.0,75.0,December
2178,60055,1945-12-18,58.0,78.0,December
2179,60056,1945-12-19,58.0,77.0,December
2180,60057,1945-12-20,62.0,76.0,December
2181,60058,1945-12-21,57.0,78.0,December
2182,60059,1945-12-22,58.0,79.0,December
2183,60060,1945-12-23,63.0,77.0,December
2184,60061,1945-12-24,62.0,79.0,December
2185,60062,1945-12-25,58.0,78.0,December
2186,60063,1945-12-26,57.0,79.0,December
2187,60064,1945-12-27,58.0,80.0,December
2188,60065,1945-12-28,59.0,81.0,December
2189,60066,1945-12-29,58.0,77.0,December
2190,60067,1945-12-30,62.0,78.0,December
2191,60068,1945-12-31,61.0,81.0,December
